# Ecm || mean err  
0.66 || 0  0
0.66 || 0  0
0.66 || 0  0
0.660001 || 0  0
0.660001 || 0  0
0.660001 || 0  0
0.660001 || 0  0
0.660001 || 0  0
0.660002 || 0  0
0.660002 || 0  0
0.660002 || 0  0
0.660002 || 0  0
0.660002 || 0  0
0.660003 || 0  0
0.660003 || 0  0
0.660003 || 0  0
0.660003 || 0  0
0.660003 || 0  0
0.660004 || 0  0
0.660004 || 0  0
0.660004 || 0  0
0.660004 || 0  0
0.660004 || 0  0
0.660005 || 0  0
0.660005 || 0  0
0.660005 || 0  0
0.660005 || 0  0
0.660005 || 0  0
0.660006 || 0  0
0.660006 || 0  0
0.660006 || 0  0
0.660006 || 0  0
0.660006 || 0  0
0.660007 || 0  0
0.660007 || 0  0
0.660007 || 0  0
0.660007 || 0  0
0.660007 || 0  0
0.660008 || 0  0
0.660008 || 0  0
0.660008 || 0  0
0.660008 || 0  0
0.660008 || 0  0
0.660009 || 0  0
0.660009 || 0  0
0.660009 || 0  0
0.660009 || 0  0
0.660009 || 0  0
0.66001 || 0  0
0.66001 || 0  0
0.66001 || 0  0
0.66001 || 0  0
0.66001 || 0  0
0.660011 || 0  0
0.660011 || 0  0
0.660011 || 0  0
0.660011 || 0  0
0.660011 || 0  0
0.660012 || 0  0
0.660012 || 0  0
0.660012 || 0  0
0.660012 || 0  0
0.660012 || 0  0
0.660013 || 0  0
0.660013 || 0  0
0.660013 || 0  0
0.660013 || 0  0
0.660013 || 0  0
0.660014 || 0  0
0.660014 || 0  0
0.660014 || 0  0
0.660014 || 0  0
0.660014 || 0  0
0.660015 || 0  0
0.660015 || 0  0
0.660015 || 0  0
0.660015 || 0  0
0.660015 || 0  0
0.660016 || 0  0
0.660016 || 0  0
0.660016 || 0  0
0.660016 || 0  0
0.660016 || 0  0
0.660017 || 0  0
0.660017 || 0  0
0.660017 || 0  0
0.660017 || 0  0
0.660017 || 0  0
0.660018 || 0  0
0.660018 || 0  0
0.660018 || 0  0
0.660018 || 0  0
0.660018 || 0  0
