# Ecm || mean err  
0.66 || 3.48503e-10  4.36599e-09
0.66005 || 3.5613e-10  4.46797e-09
0.6601 || 3.63911e-10  4.57219e-09
0.66015 || 3.7185e-10  4.6787e-09
0.6602 || 3.79949e-10  4.78753e-09
0.66025 || 3.88211e-10  4.89874e-09
0.6603 || 3.9664e-10  5.01239e-09
0.66035 || 4.05238e-10  5.12851e-09
0.6604 || 4.14009e-10  5.24716e-09
0.66045 || 4.22955e-10  5.3684e-09
0.660501 || 4.32082e-10  5.49228e-09
0.660551 || 4.41391e-10  5.61886e-09
0.660601 || 4.50886e-10  5.74818e-09
0.660651 || 4.60571e-10  5.88032e-09
0.660701 || 4.70449e-10  6.01532e-09
0.660751 || 4.80525e-10  6.15324e-09
0.660801 || 4.90801e-10  6.29415e-09
0.660851 || 5.01282e-10  6.43812e-09
0.660901 || 5.11972e-10  6.58519e-09
0.660951 || 5.22873e-10  6.73545e-09
0.661001 || 5.33992e-10  6.88895e-09
0.661051 || 5.45331e-10  7.04576e-09
0.661101 || 5.56894e-10  7.20595e-09
0.661151 || 5.68687e-10  7.3696e-09
0.661201 || 5.80713e-10  7.53677e-09
0.661251 || 5.92977e-10  7.70753e-09
0.661301 || 6.05483e-10  7.88197e-09
0.661351 || 6.18236e-10  8.06015e-09
0.661401 || 6.3124e-10  8.24216e-09
0.661451 || 6.44501e-10  8.42808e-09
0.661502 || 6.58023e-10  8.61799e-09
0.661552 || 6.71811e-10  8.81196e-09
0.661602 || 6.8587e-10  9.0101e-09
0.661652 || 7.00206e-10  9.21247e-09
0.661702 || 7.14823e-10  9.41917e-09
0.661752 || 7.29727e-10  9.6303e-09
0.661802 || 7.44923e-10  9.84594e-09
0.661852 || 7.60417e-10  1.00662e-08
0.661902 || 7.76214e-10  1.02911e-08
0.661952 || 7.92321e-10  1.05209e-08
0.662002 || 8.08743e-10  1.07555e-08
0.662052 || 8.25485e-10  1.09952e-08
0.662102 || 8.42555e-10  1.12399e-08
0.662152 || 8.59959e-10  1.14899e-08
0.662202 || 8.77702e-10  1.17452e-08
