# Ecm || delta_mean delta_err || kcotd_mean kcotd_err || ksq ksq_err
0.64455 || 0  0 || 0.000790795  9.61875e-05 || -0.00690117  2.89121e-19
0.644564 || 0  0 || 0.000789662  9.60106e-05 || -0.00689666  2.89121e-19
0.644578 || 0  0 || 0.000788528  9.58329e-05 || -0.00689215  2.89121e-19
0.644592 || 0  0 || 0.000787393  9.56543e-05 || -0.00688764  2.89121e-19
0.644606 || 0  0 || 0.000786256  9.54748e-05 || -0.00688312  0
0.64462 || 0  0 || 0.000785117  9.52945e-05 || -0.00687861  2.89121e-19
0.644634 || 0  0 || 0.000783977  9.51134e-05 || -0.0068741  0
0.644648 || 0  0 || 0.000782835  9.49313e-05 || -0.00686959  0
0.644662 || 0  0 || 0.000781692  9.47484e-05 || -0.00686507  2.89121e-19
0.644676 || 0  0 || 0.000780547  9.45647e-05 || -0.00686056  2.89121e-19
0.64469 || 0  0 || 0.000779401  9.438e-05 || -0.00685605  2.89121e-19
0.644704 || 0  0 || 0.000778253  9.41945e-05 || -0.00685153  2.89121e-19
0.644718 || 0  0 || 0.000777104  9.40081e-05 || -0.00684702  0
0.644732 || 0  0 || 0.000775953  9.38207e-05 || -0.00684251  2.89121e-19
0.644746 || 0  0 || 0.0007748  9.36325e-05 || -0.00683799  0
0.64476 || 0  0 || 0.000773646  9.34434e-05 || -0.00683348  2.89121e-19
0.644774 || 0  0 || 0.000772491  9.32534e-05 || -0.00682896  2.89121e-19
0.644788 || 0  0 || 0.000771333  9.30624e-05 || -0.00682445  0
0.644802 || 0  0 || 0.000770174  9.28705e-05 || -0.00681994  2.89121e-19
0.644816 || 0  0 || 0.000769014  9.26777e-05 || -0.00681542  0
0.64483 || 0  0 || 0.000767852  9.2484e-05 || -0.00681091  0
0.644844 || 0  0 || 0.000766688  9.22894e-05 || -0.00680639  0
0.644858 || 0  0 || 0.000765523  9.20938e-05 || -0.00680188  2.89121e-19
0.644872 || 0  0 || 0.000764356  9.18972e-05 || -0.00679736  0
0.644886 || 0  0 || 0.000763187  9.16997e-05 || -0.00679285  2.89121e-19
0.6449 || 0  0 || 0.000762017  9.15013e-05 || -0.00678834  0
0.644914 || 0  0 || 0.000760845  9.13019e-05 || -0.00678382  2.89121e-19
0.644928 || 0  0 || 0.000759671  9.11015e-05 || -0.00677931  2.89121e-19
0.644942 || 0  0 || 0.000758496  9.09001e-05 || -0.00677479  2.89121e-19
0.644956 || 0  0 || 0.000757319  9.06978e-05 || -0.00677028  2.89121e-19
0.64497 || 0  0 || 0.00075614  9.04945e-05 || -0.00676576  2.89121e-19
0.644984 || 0  0 || 0.00075496  9.02902e-05 || -0.00676125  0
0.644998 || 0  0 || 0.000753778  9.00849e-05 || -0.00675673  2.89121e-19
0.645013 || 0  0 || 0.000752594  8.98786e-05 || -0.00675221  2.89121e-19
0.645027 || 0  0 || 0.000751408  8.96713e-05 || -0.0067477  2.89121e-19
0.645041 || 0  0 || 0.000750221  8.9463e-05 || -0.00674318  2.89121e-19
0.645055 || 0  0 || 0.000749032  8.92537e-05 || -0.00673867  0
0.645069 || 0  0 || 0.000747841  8.90434e-05 || -0.00673415  0
0.645083 || 0  0 || 0.000746648  8.8832e-05 || -0.00672964  2.89121e-19
0.645097 || 0  0 || 0.000745454  8.86196e-05 || -0.00672512  2.89121e-19
0.645111 || 0  0 || 0.000744258  8.84062e-05 || -0.0067206  2.89121e-19
0.645125 || 0  0 || 0.00074306  8.81917e-05 || -0.00671609  0
0.645139 || 0  0 || 0.00074186  8.79762e-05 || -0.00671157  2.89121e-19
0.645153 || 0  0 || 0.000740659  8.77596e-05 || -0.00670705  2.89121e-19
0.645167 || 0  0 || 0.000739455  8.7542e-05 || -0.00670254  0
0.645181 || 0  0 || 0.00073825  8.73233e-05 || -0.00669802  2.89121e-19
0.645195 || 0  0 || 0.000737043  8.71036e-05 || -0.0066935  2.89121e-19
0.645209 || 0  0 || 0.000735834  8.68828e-05 || -0.00668899  2.89121e-19
0.645223 || 0  0 || 0.000734623  8.66609e-05 || -0.00668447  2.89121e-19
0.645237 || 0  0 || 0.000733411  8.64379e-05 || -0.00667995  2.89121e-19
0.645251 || 0  0 || 0.000732196  8.62138e-05 || -0.00667544  0
0.645265 || 0  0 || 0.00073098  8.59886e-05 || -0.00667092  0
0.645279 || 0  0 || 0.000729762  8.57624e-05 || -0.0066664  0
0.645293 || 0  0 || 0.000728542  8.5535e-05 || -0.00666188  2.89121e-19
0.645307 || 0  0 || 0.00072732  8.53065e-05 || -0.00665737  0
0.645321 || 0  0 || 0.000726096  8.50769e-05 || -0.00665285  0
