# Ecm || mean err  
0.66 || 0.000544571  0.000884389
0.66005 || 0.000548507  0.000892325
0.6601 || 0.000552458  0.000900323
0.66015 || 0.000556423  0.000908383
0.6602 || 0.000560402  0.000916505
0.66025 || 0.000564395  0.000924691
0.6603 || 0.000568401  0.000932941
0.66035 || 0.000572421  0.000941255
0.6604 || 0.000576455  0.000949635
0.66045 || 0.000580502  0.000958081
0.660501 || 0.000584562  0.000966594
0.660551 || 0.000588635  0.000975174
0.660601 || 0.000592721  0.000983823
0.660651 || 0.000596819  0.00099254
0.660701 || 0.00060093  0.00100133
0.660751 || 0.000605053  0.00101019
0.660801 || 0.000609189  0.00101912
0.660851 || 0.000613336  0.00102812
0.660901 || 0.000617495  0.0010372
0.660951 || 0.000621666  0.00104635
0.661001 || 0.000625848  0.00105557
0.661051 || 0.000630041  0.00106487
0.661101 || 0.000634245  0.00107425
0.661151 || 0.000638459  0.00108371
0.661201 || 0.000642684  0.00109324
0.661251 || 0.000646919  0.00110286
0.661301 || 0.000651164  0.00111256
0.661351 || 0.000655418  0.00112234
0.661401 || 0.000659682  0.0011322
0.661451 || 0.000663955  0.00114215
0.661502 || 0.000668237  0.00115219
0.661552 || 0.000672526  0.00116231
0.661602 || 0.000676824  0.00117252
0.661652 || 0.00068113  0.00118282
0.661702 || 0.000685443  0.00119322
0.661752 || 0.000689763  0.0012037
0.661802 || 0.000694089  0.00121428
0.661852 || 0.000698422  0.00122496
0.661902 || 0.000702761  0.00123573
0.661952 || 0.000707105  0.0012466
0.662002 || 0.000711453  0.00125758
0.662052 || 0.000715807  0.00126865
0.662102 || 0.000720164  0.00127983
0.662152 || 0.000724524  0.00129112
0.662202 || 0.000728888  0.00130252
0.662252 || 0.000733254  0.00131402
0.662302 || 0.000737621  0.00132564
0.662352 || 0.00074199  0.00133737
0.662402 || 0.00074636  0.00134922
0.662452 || 0.000750729  0.00136119
0.662503 || 0.000755098  0.00137328
0.662553 || 0.000759465  0.0013855
0.662603 || 0.00076383  0.00139784
0.662653 || 0.000768192  0.00141031
0.662703 || 0.00077255  0.00142292
0.662753 || 0.000776903  0.00143566
0.662803 || 0.000781251  0.00144854
0.662853 || 0.000785593  0.00146156
0.662903 || 0.000789927  0.00147473
0.662953 || 0.000794253  0.00148804
0.663003 || 0.000798569  0.00150151
0.663053 || 0.000802874  0.00151514
0.663103 || 0.000807167  0.00152893
0.663153 || 0.000811448  0.00154289
0.663203 || 0.000815713  0.00155701
0.663253 || 0.000819963  0.00157132
0.663303 || 0.000824195  0.0015858
0.663353 || 0.000828408  0.00160047
0.663403 || 0.0008326  0.00161534
0.663453 || 0.000836769  0.00163041
0.663504 || 0.000840913  0.00164568
0.663554 || 0.00084503  0.00166117
